session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0064,Clara.M,SA,2025-11-19T17:22:00,SP-E173,SP,250.57,delta
SA-0064,Clara.M,SA,2025-11-19T17:22:00,BL-E174,BL,53.84,gamma
SA-0064,Clara.M,SA,2025-11-19T17:22:00,BL-E175,BL,121.99,gamma
SA-0064,Clara.M,SA,2025-11-19T17:22:00,BL-E176,BL,244.48,beta
SA-0064,Clara.M,SA,2025-11-19T17:22:00,SP-E177,SP,428.29,beta
SA-0064,Clara.M,SA,2025-11-19T17:22:00,SP-E178,SP,489.79,gamma
SA-0064,Clara.M,SA,2025-11-19T17:22:00,SP-E179,SP,382.75,alpha
SA-0064,Clara.M,SA,2025-11-19T17:22:00,SP-E180,SP,55.26,alpha
SA-0064,Clara.M,SA,2025-11-19T17:22:00,BL-E181,BL,48.84,gamma
SA-0064,Clara.M,SA,2025-11-19T17:22:00,BL-E182,BL,83.02,beta
SA-0064,Clara.M,SA,2025-11-19T17:22:00,BL-E183,BL,146.47,beta
SA-0064,Clara.M,SA,2025-11-19T17:22:00,SP-E184,SP,210.64,beta
SA-0064,Clara.M,SA,2025-11-19T17:22:00,SP-E185,SP,123.59,alpha
SA-0064,Clara.M,SA,2025-11-19T17:22:00,SP-E186,SP,290.58,beta
SA-0064,Clara.M,SA,2025-11-19T17:22:00,BL-E187,BL,278.49,delta
SA-0064,Clara.M,SA,2025-11-19T17:22:00,SP-E188,SP,125.76,beta
SA-0064,Clara.M,SA,2025-11-19T17:22:00,SP-E189,SP,43.02,alpha
