session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0028,Clara.M,SA,2025-11-19T12:45:00,BL-D726,BL,191.41,beta
SA-0028,Clara.M,SA,2025-11-19T12:45:00,BL-D727,BL,274.78,alpha
SA-0028,Clara.M,SA,2025-11-19T12:45:00,SP-D728,SP,167.61,beta
SA-0028,Clara.M,SA,2025-11-19T12:45:00,SP-D729,SP,57.34,delta
SA-0028,Clara.M,SA,2025-11-19T12:45:00,BL-D730,BL,61.36,beta
SA-0028,Clara.M,SA,2025-11-19T12:45:00,BL-D731,BL,361.61,beta
SA-0028,Clara.M,SA,2025-11-19T12:45:00,BL-D732,BL,141.88,alpha
SA-0028,Clara.M,SA,2025-11-19T12:45:00,BL-D733,BL,313.21,delta
SA-0028,Clara.M,SA,2025-11-19T12:45:00,BL-D734,BL,41.68,beta
SA-0028,Clara.M,SA,2025-11-19T12:45:00,SP-D735,SP,284.38,alpha
SA-0028,Clara.M,SA,2025-11-19T12:45:00,BL-D736,BL,243.55,beta
SA-0028,Clara.M,SA,2025-11-19T12:45:00,SP-D737,SP,344.18,alpha
SA-0028,Clara.M,SA,2025-11-19T12:45:00,BL-D738,BL,289.18,alpha
