session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0014,Clara.M,SA,2025-12-02T08:20:00,SP-D537,SP,97.61,delta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,BL-D538,BL,56.34,delta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,BL-D539,BL,322.56,beta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,SP-D540,SP,391.61,beta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,SP-D541,SP,160.53,gamma
SA-0014,Clara.M,SA,2025-12-02T08:20:00,BL-D542,BL,385.55,delta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,SP-D543,SP,345.53,beta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,SP-D544,SP,168.65,beta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,BL-D545,BL,395.05,beta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,SP-D546,SP,169.58,delta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,BL-D547,BL,392.08,gamma
SA-0014,Clara.M,SA,2025-12-02T08:20:00,SP-D548,SP,467.09,delta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,BL-D549,BL,191.69,gamma
SA-0014,Clara.M,SA,2025-12-02T08:20:00,BL-D550,BL,366.09,gamma
SA-0014,Clara.M,SA,2025-12-02T08:20:00,BL-D551,BL,160.93,delta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,BL-D552,BL,12.78,delta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,SP-D553,SP,484.65,gamma
SA-0014,Clara.M,SA,2025-12-02T08:20:00,SP-D554,SP,487.74,gamma
SA-0014,Clara.M,SA,2025-12-02T08:20:00,SP-D555,SP,411.08,beta
SA-0014,Clara.M,SA,2025-12-02T08:20:00,SP-D556,SP,334.41,gamma
