session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0054,Felix.G,SA,2025-12-10T10:47:00,BL-E051,BL,67.29,gamma
SA-0054,Felix.G,SA,2025-12-10T10:47:00,BL-E052,BL,266.33,delta
SA-0054,Felix.G,SA,2025-12-10T10:47:00,SP-E053,SP,292.74,delta
SA-0054,Felix.G,SA,2025-12-10T10:47:00,SP-E054,SP,120.65,delta
SA-0054,Felix.G,SA,2025-12-10T10:47:00,SP-E055,SP,418.83,beta
SA-0054,Felix.G,SA,2025-12-10T10:47:00,SP-E056,SP,447.66,alpha
SA-0054,Felix.G,SA,2025-12-10T10:47:00,BL-E057,BL,80.73,alpha
SA-0054,Felix.G,SA,2025-12-10T10:47:00,BL-E058,BL,128.5,delta
SA-0054,Felix.G,SA,2025-12-10T10:47:00,BL-E059,BL,414.36,alpha
SA-0054,Felix.G,SA,2025-12-10T10:47:00,SP-E060,SP,21.52,alpha
SA-0054,Felix.G,SA,2025-12-10T10:47:00,BL-E061,BL,69.33,beta
SA-0054,Felix.G,SA,2025-12-10T10:47:00,SP-E062,SP,42.84,delta
SA-0054,Felix.G,SA,2025-12-10T10:47:00,SP-E063,SP,216.74,gamma
SA-0054,Felix.G,SA,2025-12-10T10:47:00,BL-E064,BL,15.18,gamma
SA-0054,Felix.G,SA,2025-12-10T10:47:00,BL-E065,BL,200.0,beta
