session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0094,Clara.M,SA,2025-11-06T08:57:00,SP-E533,SP,490.98,delta
SA-0094,Clara.M,SA,2025-11-06T08:57:00,SP-E534,SP,N/A,gamma
SA-0094,Clara.M,SA,2025-11-06T08:57:00,BL-E535,BL,55.81,delta
SA-0094,Clara.M,SA,2025-11-06T08:57:00,BL-E536,BL,209.39,alpha
SA-0094,Clara.M,SA,2025-11-06T08:57:00,SP-E537,SP,17.32,delta
SA-0094,Clara.M,SA,2025-11-06T08:57:00,SP-E538,SP,339.29,beta
SA-0094,Clara.M,SA,2025-11-06T08:57:00,BL-E539,BL,290.04,alpha
SA-0094,Clara.M,SA,2025-11-06T08:57:00,BL-E540,BL,205.35,sigma
SA-0094,Clara.M,SA,2025-11-06T08:57:00,BL-E541,BL,426.38,gamma
SA-0094,Clara.M,SA,2025-11-06T08:57:00,SP-E542,SP,428.77,beta
SA-0094,Clara.M,SA,2025-11-06T08:57:00,SP-E543,SP,10.48,delta
SA-0094,Clara.M,SA,2025-11-06T08:57:00,BL-E544,BL,40.68,alpha
SA-0094,Clara.M,SA,2025-11-06T08:57:00,SP-E545,SP,-92.85,beta
SA-0094,Clara.M,SA,2025-11-06T08:57:00,XX-E547,XX,473.22,delta
