session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0041,Clara.M,SA,2025-11-18T13:23:00,BL-D889,BL,74.85,gamma
SA-0041,Clara.M,SA,2025-11-18T13:23:00,BL-D890,BL,280.67,delta
SA-0041,Clara.M,SA,2025-11-18T13:23:00,BL-D891,BL,140.67,delta
SA-0041,Clara.M,SA,2025-11-18T13:23:00,SP-D892,SP,404.68,gamma
SA-0041,Clara.M,SA,2025-11-18T13:23:00,SP-D893,SP,21.27,beta
SA-0041,Clara.M,SA,2025-11-18T13:23:00,SP-D894,SP,129.05,beta
SA-0041,Clara.M,SA,2025-11-18T13:23:00,BL-D895,BL,41.83,beta
SA-0041,Clara.M,SA,2025-11-18T13:23:00,SP-D896,SP,433.21,alpha
SA-0041,Clara.M,SA,2025-11-18T13:23:00,SP-D897,SP,370.89,gamma
SA-0041,Clara.M,SA,2025-11-18T13:23:00,SP-D898,SP,86.56,delta
SA-0041,Clara.M,SA,2025-11-18T13:23:00,BL-D899,BL,395.2,alpha
SA-0041,Clara.M,SA,2025-11-18T13:23:00,SP-D900,SP,37.52,beta
SA-0041,Clara.M,SA,2025-11-18T13:23:00,SP-D901,SP,459.82,alpha
SA-0041,Clara.M,SA,2025-11-18T13:23:00,SP-D902,SP,54.93,alpha
SA-0041,Clara.M,SA,2025-11-18T13:23:00,SP-D903,SP,222.15,beta
SA-0041,Clara.M,SA,2025-11-18T13:23:00,SP-D904,SP,34.5,alpha
SA-0041,Clara.M,SA,2025-11-18T13:23:00,BL-D905,BL,167.0,beta
SA-0041,Clara.M,SA,2025-11-18T13:23:00,BL-D906,BL,410.6,delta
