session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0047,Felix.G,SA,2025-11-07T08:47:00,SP-D966,SP,397.45,delta
SA-0047,Felix.G,SA,2025-11-07T08:47:00,SP-D967,SP,156.11,beta
SA-0047,Felix.G,SA,2025-11-07T08:47:00,SP-D968,SP,155.09,alpha
SA-0047,Felix.G,SA,2025-11-07T08:47:00,BL-D969,BL,48.57,delta
SA-0047,Felix.G,SA,2025-11-07T08:47:00,SP-D970,SP,228.88,delta
SA-0047,Felix.G,SA,2025-11-07T08:47:00,SP-D971,SP,300.98,gamma
SA-0047,Felix.G,SA,2025-11-07T08:47:00,SP-D972,SP,469.08,delta
SA-0047,Felix.G,SA,2025-11-07T08:47:00,BL-D973,BL,106.91,delta
SA-0047,Felix.G,SA,2025-11-07T08:47:00,BL-D974,BL,89.82,beta
SA-0047,Felix.G,SA,2025-11-07T08:47:00,BL-D975,BL,478.49,alpha
SA-0047,Felix.G,SA,2025-11-07T08:47:00,SP-D976,SP,435.19,delta
SA-0047,Felix.G,SA,2025-11-07T08:47:00,BL-D977,BL,79.46,delta
SA-0047,Felix.G,SA,2025-11-07T08:47:00,SP-D978,SP,318.16,gamma
SA-0047,Felix.G,SA,2025-11-07T08:47:00,BL-D979,BL,97.22,alpha
