session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0016,Clara.M,SA,2025-10-30T15:23:00,BL-D575,BL,135.13,alpha
SA-0016,Clara.M,SA,2025-10-30T15:23:00,SP-D576,SP,68.4,delta
SA-0016,Clara.M,SA,2025-10-30T15:23:00,BL-D577,BL,204.19,delta
SA-0016,Clara.M,SA,2025-10-30T15:23:00,SP-D578,SP,417.52,alpha
SA-0016,Clara.M,SA,2025-10-30T15:23:00,BL-D579,BL,17.94,delta
SA-0016,Clara.M,SA,2025-10-30T15:23:00,SP-D580,SP,480.3,gamma
SA-0016,Clara.M,SA,2025-10-30T15:23:00,BL-D581,BL,148.5,gamma
SA-0016,Clara.M,SA,2025-10-30T15:23:00,SP-D582,SP,369.87,alpha
SA-0016,Clara.M,SA,2025-10-30T15:23:00,SP-D583,SP,270.56,alpha
SA-0016,Clara.M,SA,2025-10-30T15:23:00,BL-D584,BL,308.92,beta
SA-0016,Clara.M,SA,2025-10-30T15:23:00,SP-D585,SP,385.89,delta
