session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0004,Clara.M,SA,2025-11-19T15:02:00,SP-D404,SP,90.14,alpha
SA-0004,Clara.M,SA,2025-11-19T15:02:00,BL-D405,BL,405.05,gamma
SA-0004,Clara.M,SA,2025-11-19T15:02:00,SP-D406,SP,331.38,delta
SA-0004,Clara.M,SA,2025-11-19T15:02:00,SP-D407,SP,88.83,beta
SA-0004,Clara.M,SA,2025-11-19T15:02:00,BL-D408,BL,346.29,alpha
SA-0004,Clara.M,SA,2025-11-19T15:02:00,BL-D409,BL,330.37,delta
SA-0004,Clara.M,SA,2025-11-19T15:02:00,BL-D410,BL,387.97,gamma
SA-0004,Clara.M,SA,2025-11-19T15:02:00,BL-D411,BL,136.74,alpha
SA-0004,Clara.M,SA,2025-11-19T15:02:00,BL-D412,BL,256.01,delta
SA-0004,Clara.M,SA,2025-11-19T15:02:00,BL-D413,BL,423.64,gamma
SA-0004,Clara.M,SA,2025-11-19T15:02:00,SP-D414,SP,394.89,delta
SA-0004,Clara.M,SA,2025-11-19T15:02:00,BL-D415,BL,436.45,alpha
SA-0004,Clara.M,SA,2025-11-19T15:02:00,SP-D416,SP,13.41,gamma
SA-0004,Clara.M,SA,2025-11-19T15:02:00,SP-D417,SP,262.3,delta
SA-0004,Clara.M,SA,2025-11-19T15:02:00,BL-D418,BL,33.79,gamma
SA-0004,Clara.M,SA,2025-11-19T15:02:00,SP-D419,SP,69.56,delta
SA-0004,Clara.M,SA,2025-11-19T15:02:00,BL-D420,BL,189.88,gamma
SA-0004,Clara.M,SA,2025-11-19T15:02:00,BL-D421,BL,218.59,gamma
