session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0031,Clara.M,SA,2025-12-08T09:51:00,SP-D765,SP,181.04,beta
SA-0031,Clara.M,SA,2025-12-08T09:51:00,SP-D766,SP,451.11,delta
SA-0031,Clara.M,SA,2025-12-08T09:51:00,SP-D767,SP,305.72,gamma
SA-0031,Clara.M,SA,2025-12-08T09:51:00,BL-D768,BL,465.02,delta
SA-0031,Clara.M,SA,2025-12-08T09:51:00,BL-D769,BL,472.57,alpha
SA-0031,Clara.M,SA,2025-12-08T09:51:00,BL-D770,BL,130.65,beta
SA-0031,Clara.M,SA,2025-12-08T09:51:00,SP-D771,SP,480.59,delta
SA-0031,Clara.M,SA,2025-12-08T09:51:00,SP-D772,SP,399.09,alpha
SA-0031,Clara.M,SA,2025-12-08T09:51:00,BL-D773,BL,38.73,delta
SA-0031,Clara.M,SA,2025-12-08T09:51:00,SP-D774,SP,425.41,alpha
SA-0031,Clara.M,SA,2025-12-08T09:51:00,BL-D775,BL,456.81,delta
SA-0031,Clara.M,SA,2025-12-08T09:51:00,SP-D776,SP,148.46,beta
SA-0031,Clara.M,SA,2025-12-08T09:51:00,BL-D777,BL,384.13,gamma
SA-0031,Clara.M,SA,2025-12-08T09:51:00,BL-D778,BL,208.08,delta
