session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0043,Clara.M,SA,2025-12-16T14:32:00,BL-D913,BL,132.97,gamma
SA-0043,Clara.M,SA,2025-12-16T14:32:00,SP-D914,SP,269.97,gamma
SA-0043,Clara.M,SA,2025-12-16T14:32:00,BL-D915,BL,379.61,alpha
SA-0043,Clara.M,SA,2025-12-16T14:32:00,SP-D916,SP,40.76,gamma
SA-0043,Clara.M,SA,2025-12-16T14:32:00,SP-D917,SP,313.72,delta
SA-0043,Clara.M,SA,2025-12-16T14:32:00,SP-D918,SP,340.28,delta
SA-0043,Clara.M,SA,2025-12-16T14:32:00,SP-D919,SP,488.81,alpha
SA-0043,Clara.M,SA,2025-12-16T14:32:00,BL-D920,BL,298.19,gamma
SA-0043,Clara.M,SA,2025-12-16T14:32:00,SP-D921,SP,288.91,gamma
SA-0043,Clara.M,SA,2025-12-16T14:32:00,BL-D922,BL,185.48,delta
SA-0043,Clara.M,SA,2025-12-16T14:32:00,BL-D923,BL,254.85,delta
