session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0010,Felix.G,SA,2025-12-01T11:16:00,SP-D492,SP,234.54,delta
SA-0010,Felix.G,SA,2025-12-01T11:16:00,SP-D493,SP,380.92,gamma
SA-0010,Felix.G,SA,2025-12-01T11:16:00,BL-D494,BL,347.71,gamma
SA-0010,Felix.G,SA,2025-12-01T11:16:00,BL-D495,BL,352.79,gamma
SA-0010,Felix.G,SA,2025-12-01T11:16:00,SP-D496,SP,383.05,beta
SA-0010,Felix.G,SA,2025-12-01T11:16:00,BL-D497,BL,22.71,gamma
SA-0010,Felix.G,SA,2025-12-01T11:16:00,BL-D498,BL,359.76,gamma
SA-0010,Felix.G,SA,2025-12-01T11:16:00,SP-D499,SP,288.14,gamma
SA-0010,Felix.G,SA,2025-12-01T11:16:00,BL-D500,BL,359.41,gamma
SA-0010,Felix.G,SA,2025-12-01T11:16:00,SP-D501,SP,374.43,beta
SA-0010,Felix.G,SA,2025-12-01T11:16:00,SP-D502,SP,307.65,delta
SA-0010,Felix.G,SA,2025-12-01T11:16:00,BL-D503,BL,322.01,alpha
SA-0010,Felix.G,SA,2025-12-01T11:16:00,SP-D504,SP,295.78,beta
SA-0010,Felix.G,SA,2025-12-01T11:16:00,SP-D505,SP,137.12,delta
SA-0010,Felix.G,SA,2025-12-01T11:16:00,BL-D506,BL,313.05,beta
