session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0006,Felix.G,SA,2025-11-14T15:44:00,SP-D427,SP,47.5,gamma
SA-0006,Felix.G,SA,2025-11-14T15:44:00,SP-D428,SP,81.91,alpha
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D429,BL,261.19,alpha
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D430,BL,464.45,gamma
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D431,BL,206.36,beta
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D432,BL,363.58,alpha
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D433,BL,482.93,beta
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D434,BL,497.51,beta
SA-0006,Felix.G,SA,2025-11-14T15:44:00,SP-D435,SP,193.38,delta
SA-0006,Felix.G,SA,2025-11-14T15:44:00,SP-D436,SP,382.75,delta
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D437,BL,375.97,beta
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D438,BL,255.77,alpha
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D439,BL,455.78,gamma
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D440,BL,12.48,beta
SA-0006,Felix.G,SA,2025-11-14T15:44:00,SP-D441,SP,393.2,beta
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D442,BL,140.86,gamma
SA-0006,Felix.G,SA,2025-11-14T15:44:00,SP-D443,SP,118.45,alpha
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D444,BL,118.32,gamma
SA-0006,Felix.G,SA,2025-11-14T15:44:00,BL-D445,BL,298.08,gamma
