session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0030,Felix.G,SA,2025-10-16T13:05:00,BL-D748,BL,404.41,delta
SA-0030,Felix.G,SA,2025-10-16T13:05:00,BL-D749,BL,77.87,gamma
SA-0030,Felix.G,SA,2025-10-16T13:05:00,SP-D750,SP,56.97,gamma
SA-0030,Felix.G,SA,2025-10-16T13:05:00,SP-D751,SP,356.56,gamma
SA-0030,Felix.G,SA,2025-10-16T13:05:00,BL-D752,BL,54.46,gamma
SA-0030,Felix.G,SA,2025-10-16T13:05:00,BL-D753,BL,108.3,gamma
SA-0030,Felix.G,SA,2025-10-16T13:05:00,SP-D754,SP,176.46,alpha
SA-0030,Felix.G,SA,2025-10-16T13:05:00,BL-D755,BL,20.0,alpha
SA-0030,Felix.G,SA,2025-10-16T13:05:00,SP-D756,SP,344.53,alpha
SA-0030,Felix.G,SA,2025-10-16T13:05:00,SP-D757,SP,10.85,alpha
SA-0030,Felix.G,SA,2025-10-16T13:05:00,SP-D758,SP,170.16,gamma
SA-0030,Felix.G,SA,2025-10-16T13:05:00,SP-D759,SP,402.02,gamma
SA-0030,Felix.G,SA,2025-10-16T13:05:00,SP-D760,SP,478.3,beta
SA-0030,Felix.G,SA,2025-10-16T13:05:00,BL-D761,BL,99.08,beta
SA-0030,Felix.G,SA,2025-10-16T13:05:00,BL-D762,BL,57.51,beta
SA-0030,Felix.G,SA,2025-10-16T13:05:00,BL-D763,BL,291.25,delta
SA-0030,Felix.G,SA,2025-10-16T13:05:00,SP-D764,SP,258.59,delta
