session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0092,Clara.M,SA,2025-12-29T12:08:00,SP-E504,SP,1950.59,gamma
SA-0092,Clara.M,SA,2025-12-29T12:08:00,BL-E505,BL,223.33,alpha
SA-0092,Clara.M,SA,2025-12-29T12:08:00,SP-E506,SP,67.09,beta
SA-0092,Clara.M,SA,2025-12-29T12:08:00,SP-E507,SP,470.03,beta
SA-0092,Clara.M,SA,2025-12-29T12:08:00,SP-E508,SP,264.93,beta
SA-0092,Clara.M,SA,2025-12-29T12:08:00,BL-E509,BL,443.42,alpha
SA-0092,Clara.M,SA,2025-12-29T12:08:00,SP-E510,SP,199.28,delta
SA-0092,Clara.M,SA,2025-12-29T12:08:00,SP-E511,SP,476.87,epsilon
SA-0092,Clara.M,SA,2025-12-29T12:08:00,BL-E512,BL,35.51,delta
SA-0092,Clara.M,SA,2025-12-29T12:08:00,SP-E513,SP,223.76,alpha
SA-0092,Clara.M,SA,2025-12-29T12:08:00,BL-E514,BL,217.99,beta
SA-0092,Clara.M,SA,2025-12-29T12:08:00,BL-E515,BL,152.3,alpha
SA-0092,Clara.M,SA,2025-12-29T12:08:00,SP-E516,SP,4120.97,delta
SA-0092,Clara.M,SA,2025-12-29T12:08:00,BL-E517,BL,432.79,zeta
SA-0092,Clara.M,SA,2025-12-29T12:08:00,BL-E518,BL,311.11,omega
SA-0092,Clara.M,SA,2025-12-29T12:08:00,BL-E519,BL,3422.73,alpha
SA-0092,Clara.M,SA,2025-12-29T12:08:00,SP-E520,SP,3296.35,gamma
SA-0092,Clara.M,SA,2025-12-29T12:08:00,BL-E521,BL,496.03,beta
SA-0092,Clara.M,SA,2025-12-29T12:08:00,BL-E522,BL,385.65,delta
