session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0052,Clara.M,SA,2025-11-05T08:19:00,SP-E016,SP,57.64,gamma
SA-0052,Clara.M,SA,2025-11-05T08:19:00,SP-E017,SP,326.43,delta
SA-0052,Clara.M,SA,2025-11-05T08:19:00,BL-E018,BL,47.29,delta
SA-0052,Clara.M,SA,2025-11-05T08:19:00,SP-E019,SP,155.76,alpha
SA-0052,Clara.M,SA,2025-11-05T08:19:00,SP-E020,SP,158.0,gamma
SA-0052,Clara.M,SA,2025-11-05T08:19:00,BL-E021,BL,465.76,beta
SA-0052,Clara.M,SA,2025-11-05T08:19:00,SP-E022,SP,460.51,alpha
SA-0052,Clara.M,SA,2025-11-05T08:19:00,BL-E023,BL,95.54,alpha
SA-0052,Clara.M,SA,2025-11-05T08:19:00,SP-E024,SP,365.16,delta
SA-0052,Clara.M,SA,2025-11-05T08:19:00,BL-E025,BL,142.33,delta
SA-0052,Clara.M,SA,2025-11-05T08:19:00,SP-E026,SP,368.4,beta
SA-0052,Clara.M,SA,2025-11-05T08:19:00,SP-E027,SP,41.93,delta
SA-0052,Clara.M,SA,2025-11-05T08:19:00,SP-E028,SP,28.21,delta
SA-0052,Clara.M,SA,2025-11-05T08:19:00,BL-E029,BL,212.09,alpha
SA-0052,Clara.M,SA,2025-11-05T08:19:00,SP-E030,SP,331.74,gamma
SA-0052,Clara.M,SA,2025-11-05T08:19:00,BL-E031,BL,362.25,beta
SA-0052,Clara.M,SA,2025-11-05T08:19:00,BL-E032,BL,21.96,gamma
