session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0008,Clara.M,SA,2025-10-21T14:35:00,SP-D461,SP,214.91,gamma
SA-0008,Clara.M,SA,2025-10-21T14:35:00,BL-D462,BL,387.54,alpha
SA-0008,Clara.M,SA,2025-10-21T14:35:00,BL-D463,BL,256.13,delta
SA-0008,Clara.M,SA,2025-10-21T14:35:00,SP-D464,SP,430.94,delta
SA-0008,Clara.M,SA,2025-10-21T14:35:00,BL-D465,BL,150.28,delta
SA-0008,Clara.M,SA,2025-10-21T14:35:00,SP-D466,SP,462.72,beta
SA-0008,Clara.M,SA,2025-10-21T14:35:00,BL-D467,BL,151.32,gamma
SA-0008,Clara.M,SA,2025-10-21T14:35:00,BL-D468,BL,331.53,alpha
SA-0008,Clara.M,SA,2025-10-21T14:35:00,BL-D469,BL,294.28,delta
SA-0008,Clara.M,SA,2025-10-21T14:35:00,BL-D470,BL,211.04,alpha
SA-0008,Clara.M,SA,2025-10-21T14:35:00,SP-D471,SP,77.9,alpha
SA-0008,Clara.M,SA,2025-10-21T14:35:00,BL-D472,BL,473.29,gamma
SA-0008,Clara.M,SA,2025-10-21T14:35:00,SP-D473,SP,91.56,delta
SA-0008,Clara.M,SA,2025-10-21T14:35:00,SP-D474,SP,476.4,alpha
SA-0008,Clara.M,SA,2025-10-21T14:35:00,BL-D475,BL,280.51,beta
SA-0008,Clara.M,SA,2025-10-21T14:35:00,SP-D476,SP,234.31,beta
