session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0045,Clara.M,SA,2025-10-21T12:53:00,SP-D936,SP,248.4,delta
SA-0045,Clara.M,SA,2025-10-21T12:53:00,BL-D937,BL,223.2,beta
SA-0045,Clara.M,SA,2025-10-21T12:53:00,BL-D938,BL,484.86,alpha
SA-0045,Clara.M,SA,2025-10-21T12:53:00,BL-D939,BL,481.11,alpha
SA-0045,Clara.M,SA,2025-10-21T12:53:00,BL-D940,BL,355.95,gamma
SA-0045,Clara.M,SA,2025-10-21T12:53:00,SP-D941,SP,125.22,delta
SA-0045,Clara.M,SA,2025-10-21T12:53:00,SP-D942,SP,214.01,alpha
SA-0045,Clara.M,SA,2025-10-21T12:53:00,BL-D943,BL,319.44,gamma
SA-0045,Clara.M,SA,2025-10-21T12:53:00,BL-D944,BL,345.19,delta
SA-0045,Clara.M,SA,2025-10-21T12:53:00,SP-D945,SP,303.57,gamma
SA-0045,Clara.M,SA,2025-10-21T12:53:00,BL-D946,BL,365.13,beta
SA-0045,Clara.M,SA,2025-10-21T12:53:00,BL-D947,BL,287.01,delta
