session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0034,Felix.G,SA,2025-10-14T09:14:00,SP-D810,SP,50.97,alpha
SA-0034,Felix.G,SA,2025-10-14T09:14:00,SP-D811,SP,223.61,gamma
SA-0034,Felix.G,SA,2025-10-14T09:14:00,BL-D812,BL,371.79,delta
SA-0034,Felix.G,SA,2025-10-14T09:14:00,SP-D813,SP,334.81,beta
SA-0034,Felix.G,SA,2025-10-14T09:14:00,SP-D814,SP,365.21,alpha
SA-0034,Felix.G,SA,2025-10-14T09:14:00,SP-D815,SP,474.81,gamma
SA-0034,Felix.G,SA,2025-10-14T09:14:00,BL-D816,BL,461.7,gamma
SA-0034,Felix.G,SA,2025-10-14T09:14:00,BL-D817,BL,108.32,alpha
SA-0034,Felix.G,SA,2025-10-14T09:14:00,BL-D818,BL,196.22,gamma
SA-0034,Felix.G,SA,2025-10-14T09:14:00,SP-D819,SP,120.37,beta
SA-0034,Felix.G,SA,2025-10-14T09:14:00,BL-D820,BL,332.43,delta
SA-0034,Felix.G,SA,2025-10-14T09:14:00,SP-D821,SP,436.96,alpha
SA-0034,Felix.G,SA,2025-10-14T09:14:00,SP-D822,SP,304.81,gamma
SA-0034,Felix.G,SA,2025-10-14T09:14:00,SP-D823,SP,80.25,gamma
SA-0034,Felix.G,SA,2025-10-14T09:14:00,SP-D824,SP,64.57,alpha
SA-0034,Felix.G,SA,2025-10-14T09:14:00,BL-D825,BL,263.84,alpha
SA-0034,Felix.G,SA,2025-10-14T09:14:00,SP-D826,SP,364.8,gamma
