session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0020,Felix.G,SA,2025-12-25T10:23:00,SP-D621,SP,253.8,gamma
SA-0020,Felix.G,SA,2025-12-25T10:23:00,BL-D622,BL,316.4,gamma
SA-0020,Felix.G,SA,2025-12-25T10:23:00,BL-D623,BL,23.95,alpha
SA-0020,Felix.G,SA,2025-12-25T10:23:00,BL-D624,BL,23.96,delta
SA-0020,Felix.G,SA,2025-12-25T10:23:00,SP-D625,SP,370.13,beta
SA-0020,Felix.G,SA,2025-12-25T10:23:00,BL-D626,BL,32.78,delta
SA-0020,Felix.G,SA,2025-12-25T10:23:00,SP-D627,SP,87.5,alpha
SA-0020,Felix.G,SA,2025-12-25T10:23:00,BL-D628,BL,449.62,alpha
SA-0020,Felix.G,SA,2025-12-25T10:23:00,BL-D629,BL,494.21,alpha
SA-0020,Felix.G,SA,2025-12-25T10:23:00,BL-D630,BL,237.57,delta
