session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0015,Clara.M,SA,2025-11-07T13:01:00,BL-D557,BL,169.59,beta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,SP-D558,SP,312.6,delta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,BL-D559,BL,62.35,beta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,SP-D560,SP,169.49,delta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,BL-D561,BL,476.5,alpha
SA-0015,Clara.M,SA,2025-11-07T13:01:00,BL-D562,BL,347.02,delta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,SP-D563,SP,147.27,delta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,SP-D564,SP,59.71,gamma
SA-0015,Clara.M,SA,2025-11-07T13:01:00,BL-D565,BL,273.57,delta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,BL-D566,BL,64.41,beta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,SP-D567,SP,169.03,delta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,SP-D568,SP,438.24,gamma
SA-0015,Clara.M,SA,2025-11-07T13:01:00,SP-D569,SP,285.3,delta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,SP-D570,SP,170.64,gamma
SA-0015,Clara.M,SA,2025-11-07T13:01:00,BL-D571,BL,347.89,beta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,SP-D572,SP,436.66,gamma
SA-0015,Clara.M,SA,2025-11-07T13:01:00,BL-D573,BL,453.5,delta
SA-0015,Clara.M,SA,2025-11-07T13:01:00,SP-D574,SP,100.23,delta
