session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0090,Felix.G,SA,2025-12-26T12:46:00,BL-E470,BL,209.74,beta
SA-0090,Felix.G,SA,2025-12-26T12:46:00,SP-E471,SP,-393.06,delta
SA-0090,Felix.G,SA,2025-12-26T12:46:00,SP-E472,SP,4288.15,alpha
SA-0090,Felix.G,SA,2025-12-26T12:46:00,SP-E473,SP,-121.18,gamma
SA-0090,Felix.G,SA,2025-12-26T12:46:00,SP-E474,SP,101.43,beta
SA-0090,Felix.G,SA,2025-12-26T12:46:00,BL-E475,BL,176.57,beta
SA-0090,Felix.G,SA,2025-12-26T12:46:00,NV-E477,NV,240.22,gamma
SA-0090,Felix.G,SA,2025-12-26T12:46:00,BL-E478,BL,261.36,alpha
SA-0090,Felix.G,SA,2025-12-26T12:46:00,SP-E479,SP,190.5,beta
SA-0090,Felix.G,SA,2025-12-26T12:46:00,BL-E480,BL,172.46,beta
SA-0090,Felix.G,SA,2025-12-26T12:46:00,SP-E481,SP,340.1,gamma
SA-0090,Felix.G,SA,2025-12-26T12:46:00,ZZ-E483,ZZ,127.02,beta
SA-0090,Felix.G,SA,2025-12-26T12:46:00,BL-E484,BL,105.22,gamma
SA-0090,Felix.G,SA,2025-12-26T12:46:00,SP-E485,SP,203.41,beta
SA-0090,Felix.G,SA,2025-12-26T12:46:00,SP-E486,SP,54.13,delta
SA-0090,Felix.G,SA,2025-12-26T12:46:00,SP-E487,SP,276.75,beta
