session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0033,Clara.M,SA,2025-12-19T12:56:00,SP-D796,SP,470.73,gamma
SA-0033,Clara.M,SA,2025-12-19T12:56:00,BL-D797,BL,348.24,delta
SA-0033,Clara.M,SA,2025-12-19T12:56:00,BL-D798,BL,194.79,beta
SA-0033,Clara.M,SA,2025-12-19T12:56:00,BL-D799,BL,134.18,alpha
SA-0033,Clara.M,SA,2025-12-19T12:56:00,BL-D800,BL,30.48,delta
SA-0033,Clara.M,SA,2025-12-19T12:56:00,SP-D801,SP,334.85,beta
SA-0033,Clara.M,SA,2025-12-19T12:56:00,SP-D802,SP,322.42,alpha
SA-0033,Clara.M,SA,2025-12-19T12:56:00,SP-D803,SP,452.09,delta
SA-0033,Clara.M,SA,2025-12-19T12:56:00,SP-D804,SP,99.85,gamma
SA-0033,Clara.M,SA,2025-12-19T12:56:00,SP-D805,SP,472.32,gamma
SA-0033,Clara.M,SA,2025-12-19T12:56:00,BL-D806,BL,149.56,gamma
SA-0033,Clara.M,SA,2025-12-19T12:56:00,BL-D807,BL,429.2,gamma
SA-0033,Clara.M,SA,2025-12-19T12:56:00,SP-D808,SP,382.88,delta
SA-0033,Clara.M,SA,2025-12-19T12:56:00,SP-D809,SP,475.6,delta
