session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0095,Clara.M,SA,2025-12-18T12:05:00,BL-E548,BL,36.62,delta
SA-0095,Clara.M,SA,2025-12-18T12:05:00,SP-E549,SP,437.2,delta
SA-0095,Clara.M,SA,2025-12-18T12:05:00,SP-E550,SP,34.65,gamma
SA-0095,Clara.M,SA,2025-12-18T12:05:00,BL-E551,BL,2762.6,delta
SA-0095,Clara.M,SA,2025-12-18T12:05:00,BL-E552,BL,89.53,delta
SA-0095,Clara.M,SA,2025-12-18T12:05:00,BL-E553,BL,383.85,delta
SA-0095,Clara.M,SA,2025-12-18T12:05:00,SP-E554,SP,178.83,alpha
SA-0095,Clara.M,SA,2025-12-18T12:05:00,BL-E555,BL,365.24,delta
SA-0095,Clara.M,SA,2025-12-18T12:05:00,SP-E556,SP,491.17,alpha
SA-0095,Clara.M,SA,2025-12-18T12:05:00,BL-E557,BL,21.14,gamma
SA-0095,Clara.M,SA,2025-12-18T12:05:00,SP-E558,SP,109.31,omega
SA-0095,Clara.M,SA,2025-12-18T12:05:00,BL-E559,BL,185.36,beta
SA-0095,Clara.M,SA,2025-12-18T12:05:00,SP-E560,SP,-267.88,alpha
SA-0095,Clara.M,SA,2025-12-18T12:05:00,SP-E561,SP,48.51,omega
SA-0095,Clara.M,SA,2025-12-18T12:05:00,SP-E562,SP,377.67,beta
SA-0095,Clara.M,SA,2025-12-18T12:05:00,BL-E563,BL,74.85,delta
SA-0095,Clara.M,SA,2025-12-18T12:05:00,BL-E564,BL,194.23,beta
SA-0095,Clara.M,SA,2025-12-18T12:05:00,ZZ-E566,ZZ,160.48,alpha
