session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0039,Clara.M,SA,2025-12-15T13:59:00,BL-D873,BL,448.05,delta
SA-0039,Clara.M,SA,2025-12-15T13:59:00,BL-D874,BL,443.95,alpha
SA-0039,Clara.M,SA,2025-12-15T13:59:00,BL-D875,BL,43.76,beta
SA-0039,Clara.M,SA,2025-12-15T13:59:00,BL-D876,BL,341.91,beta
SA-0039,Clara.M,SA,2025-12-15T13:59:00,SP-D877,SP,496.52,beta
SA-0039,Clara.M,SA,2025-12-15T13:59:00,BL-D878,BL,153.25,alpha
SA-0039,Clara.M,SA,2025-12-15T13:59:00,BL-D879,BL,305.38,delta
SA-0039,Clara.M,SA,2025-12-15T13:59:00,SP-D880,SP,314.71,delta
SA-0039,Clara.M,SA,2025-12-15T13:59:00,SP-D881,SP,188.96,gamma
SA-0039,Clara.M,SA,2025-12-15T13:59:00,SP-D882,SP,261.58,alpha
