session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0026,Clara.M,SA,2025-10-07T13:29:00,SP-D702,SP,283.65,gamma
SA-0026,Clara.M,SA,2025-10-07T13:29:00,BL-D703,BL,379.13,beta
SA-0026,Clara.M,SA,2025-10-07T13:29:00,BL-D704,BL,429.76,gamma
SA-0026,Clara.M,SA,2025-10-07T13:29:00,BL-D705,BL,312.04,beta
SA-0026,Clara.M,SA,2025-10-07T13:29:00,BL-D706,BL,416.05,alpha
SA-0026,Clara.M,SA,2025-10-07T13:29:00,SP-D707,SP,323.33,gamma
SA-0026,Clara.M,SA,2025-10-07T13:29:00,BL-D708,BL,323.34,delta
SA-0026,Clara.M,SA,2025-10-07T13:29:00,SP-D709,SP,139.69,delta
SA-0026,Clara.M,SA,2025-10-07T13:29:00,BL-D710,BL,175.13,delta
SA-0026,Clara.M,SA,2025-10-07T13:29:00,BL-D711,BL,379.84,beta
