session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0019,Clara.M,SA,2025-10-16T15:47:00,BL-D606,BL,103.58,alpha
SA-0019,Clara.M,SA,2025-10-16T15:47:00,BL-D607,BL,244.21,alpha
SA-0019,Clara.M,SA,2025-10-16T15:47:00,BL-D608,BL,17.91,delta
SA-0019,Clara.M,SA,2025-10-16T15:47:00,BL-D609,BL,206.15,alpha
SA-0019,Clara.M,SA,2025-10-16T15:47:00,BL-D610,BL,186.59,gamma
SA-0019,Clara.M,SA,2025-10-16T15:47:00,SP-D611,SP,222.73,gamma
SA-0019,Clara.M,SA,2025-10-16T15:47:00,SP-D612,SP,499.86,alpha
SA-0019,Clara.M,SA,2025-10-16T15:47:00,BL-D613,BL,439.21,alpha
SA-0019,Clara.M,SA,2025-10-16T15:47:00,BL-D614,BL,367.52,gamma
SA-0019,Clara.M,SA,2025-10-16T15:47:00,SP-D615,SP,78.96,beta
SA-0019,Clara.M,SA,2025-10-16T15:47:00,SP-D616,SP,286.64,beta
SA-0019,Clara.M,SA,2025-10-16T15:47:00,SP-D617,SP,78.71,delta
SA-0019,Clara.M,SA,2025-10-16T15:47:00,SP-D618,SP,39.98,beta
SA-0019,Clara.M,SA,2025-10-16T15:47:00,BL-D619,BL,192.13,delta
SA-0019,Clara.M,SA,2025-10-16T15:47:00,SP-D620,SP,215.43,beta
