session_id,processor,department,timestamp,ref,bin,output_metric,classification
SA-0091,Felix.G,SA,2025-10-31T17:05:00,BL-E488,BL,-58.82,alpha
SA-0091,Felix.G,SA,2025-10-31T17:05:00,SP-E489,SP,478.54,delta
SA-0091,Felix.G,SA,2025-10-31T17:05:00,BL-E490,BL,495.8,alpha
SA-0091,Felix.G,SA,2025-10-31T17:05:00,BL-E491,BL,391.67,alpha
SA-0091,Felix.G,SA,2025-10-31T17:05:00,SP-E492,SP,411.97,omega
SA-0091,Felix.G,SA,2025-10-31T17:05:00,SP-E493,SP,-377.81,alpha
SA-0091,Felix.G,SA,2025-10-31T17:05:00,BL-E494,BL,322.05,delta
SA-0091,Felix.G,SA,2025-10-31T17:05:00,SP-E495,SP,4666.69,delta
SA-0091,Felix.G,SA,2025-10-31T17:05:00,SP-E496,SP,201.96,gamma
SA-0091,Felix.G,SA,2025-10-31T17:05:00,XX-E498,XX,162.5,alpha
SA-0091,Felix.G,SA,2025-10-31T17:05:00,BL-E499,BL,63.34,gamma
SA-0091,Felix.G,SA,2025-10-31T17:05:00,BL-E500,BL,-206.73,alpha
SA-0091,Felix.G,SA,2025-10-31T17:05:00,BL-E501,BL,105.41,beta
SA-0091,Felix.G,SA,2025-10-31T17:05:00,SP-E502,SP,46.02,delta
SA-0091,Felix.G,SA,2025-10-31T17:05:00,BL-E503,BL,4735.11,gamma
